id_ville,ville,url,hotels,Lien,Score
5,Paris,https://www.booking.com/searchresults.fr.html?ss=Paris,Monsieur Cadet Hotel & Spa,https://www.booking.com/hotel/fr/meyerhold-amp-spa.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=c0b8aaccf42ea55c068306644f13a57b&srepoch=1754748699&from=searchresults,8.7
5,Paris,https://www.booking.com/searchresults.fr.html?ss=Paris,Alberte Hôtel,https://www.booking.com/hotel/fr/alberte-logis-parisien.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=c0b8aaccf42ea55c068306644f13a57b&srepoch=1754748699&from_sustainable_property_sr=1&from=searchresults,9.0
5,Paris,https://www.booking.com/searchresults.fr.html?ss=Paris,Hôtel Le Marianne,https://www.booking.com/hotel/fr/le-marianne.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=c0b8aaccf42ea55c068306644f13a57b&srepoch=1754748699&from=searchresults,9.0
5,Paris,https://www.booking.com/searchresults.fr.html?ss=Paris,Le Jardin de Verre by Locke,https://www.booking.com/hotel/fr/le-jardin-de-verre-by-locke.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=c0b8aaccf42ea55c068306644f13a57b&srepoch=1754748699&from=searchresults,8.7
5,Paris,https://www.booking.com/searchresults.fr.html?ss=Paris,Hotel Elysées Bassano,https://www.booking.com/hotel/fr/elysees-bassano.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=c0b8aaccf42ea55c068306644f13a57b&srepoch=1754748699&from=searchresults,8.2
5,Paris,https://www.booking.com/searchresults.fr.html?ss=Paris,New Hotel Opéra,https://www.booking.com/hotel/fr/jardindeparisoperamorny.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=c0b8aaccf42ea55c068306644f13a57b&srepoch=1754748699&from=searchresults,8.5
5,Paris,https://www.booking.com/searchresults.fr.html?ss=Paris,Hotel Prince Albert Opéra,https://www.booking.com/hotel/fr/prince-albert-opera.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=c0b8aaccf42ea55c068306644f13a57b&srepoch=1754748699&from=searchresults,8.7
5,Paris,https://www.booking.com/searchresults.fr.html?ss=Paris,Hotel Touraine Opera,https://www.booking.com/hotel/fr/touraine-opera.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=c0b8aaccf42ea55c068306644f13a57b&srepoch=1754748699&from=searchresults,9.1
5,Paris,https://www.booking.com/searchresults.fr.html?ss=Paris,Hôtel Etoile Maillot,https://www.booking.com/hotel/fr/lavillamaillot.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=c0b8aaccf42ea55c068306644f13a57b&srepoch=1754748699&from=searchresults,8.9
5,Paris,https://www.booking.com/searchresults.fr.html?ss=Paris,Hotel Opéra Marigny,https://www.booking.com/hotel/fr/opera-marigny.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=c0b8aaccf42ea55c068306644f13a57b&srepoch=1754748699&from=searchresults,8.4
5,Paris,https://www.booking.com/searchresults.fr.html?ss=Paris,Le Bellune Paris,https://www.booking.com/hotel/fr/le-bellune-paris1.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=c0b8aaccf42ea55c068306644f13a57b&srepoch=1754748699&from_sustainable_property_sr=1&from=searchresults,8.8
5,Paris,https://www.booking.com/searchresults.fr.html?ss=Paris,L'Empire Paris - Louvre,https://www.booking.com/hotel/fr/empire-paris.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=c0b8aaccf42ea55c068306644f13a57b&srepoch=1754748699&from=searchresults,8.8
5,Paris,https://www.booking.com/searchresults.fr.html?ss=Paris,Hotel & Spa de Latour Maubourg,https://www.booking.com/hotel/fr/latour-maubourg.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=c0b8aaccf42ea55c068306644f13a57b&srepoch=1754748699&from=searchresults,8.8
5,Paris,https://www.booking.com/searchresults.fr.html?ss=Paris,Hotel Luxembourg Parc,https://www.booking.com/hotel/fr/luxembourg-parc.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=c0b8aaccf42ea55c068306644f13a57b&srepoch=1754748699&from=searchresults,9.0
5,Paris,https://www.booking.com/searchresults.fr.html?ss=Paris,La Villa Haussmann,https://www.booking.com/hotel/fr/la-villa-haussmann.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=c0b8aaccf42ea55c068306644f13a57b&srepoch=1754748699&from=searchresults,9.0
5,Paris,https://www.booking.com/searchresults.fr.html?ss=Paris,Maison Albar - Le Pont-Neuf,https://www.booking.com/hotel/fr/maison-albar-paris-celine.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=c0b8aaccf42ea55c068306644f13a57b&srepoch=1754748699&from_sustainable_property_sr=1&from=searchresults,8.8
5,Paris,https://www.booking.com/searchresults.fr.html?ss=Paris,B Montmartre,https://www.booking.com/hotel/fr/hotelbeausejour.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=c0b8aaccf42ea55c068306644f13a57b&srepoch=1754748699&from=searchresults,9.0
6,Amiens,https://www.booking.com/searchresults.fr.html?ss=Amiens,Mercure Amiens Cathédrale,https://www.booking.com/hotel/fr/mercure-amiens-cathdrale.fr.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9hbWllbnNIDVgEaE2IAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4Apuu3cQGwAIB0gIkY2MxYzI0OWItYTgzYS00ZDE0LTg0ZWUtZjA0YjViOTFjM2Zk2AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=ce3f63cd339d043c&srepoch=1754748701&from_sustainable_property_sr=1&from=searchresults,8.3
6,Amiens,https://www.booking.com/searchresults.fr.html?ss=Amiens,Holiday Inn Express Amiens by IHG,https://www.booking.com/hotel/fr/express-by-holiday-inn.fr.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9hbWllbnNIDVgEaE2IAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4Apuu3cQGwAIB0gIkY2MxYzI0OWItYTgzYS00ZDE0LTg0ZWUtZjA0YjViOTFjM2Zk2AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=ce3f63cd339d043c&srepoch=1754748701&from=searchresults,8.0
6,Amiens,https://www.booking.com/searchresults.fr.html?ss=Amiens,Appartement hyper centre cathédrale avec parking gratuit,https://www.booking.com/hotel/fr/appartement-hype-centre-cathedrale.fr.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9hbWllbnNIDVgEaE2IAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4Apuu3cQGwAIB0gIkY2MxYzI0OWItYTgzYS00ZDE0LTg0ZWUtZjA0YjViOTFjM2Zk2AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=ce3f63cd339d043c&srepoch=1754748701&from=searchresults,8.4
6,Amiens,https://www.booking.com/searchresults.fr.html?ss=Amiens,ibis Styles Amiens Centre,https://www.booking.com/hotel/fr/ibis-styles-amiens-centre.fr.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9hbWllbnNIDVgEaE2IAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4Apuu3cQGwAIB0gIkY2MxYzI0OWItYTgzYS00ZDE0LTg0ZWUtZjA0YjViOTFjM2Zk2AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=ce3f63cd339d043c&srepoch=1754748701&from_sustainable_property_sr=1&from=searchresults,8.5
6,Amiens,https://www.booking.com/searchresults.fr.html?ss=Amiens,WHITE HOUSE DHAVERNAS - FREE PARKiNG - PROCHE CENTRE,https://www.booking.com/hotel/fr/white-house-dhavernas.fr.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9hbWllbnNIDVgEaE2IAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4Apuu3cQGwAIB0gIkY2MxYzI0OWItYTgzYS00ZDE0LTg0ZWUtZjA0YjViOTFjM2Zk2AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=ce3f63cd339d043c&srepoch=1754748701&from=searchresults,8.5
6,Amiens,https://www.booking.com/searchresults.fr.html?ss=Amiens,Moxy Amiens,https://www.booking.com/hotel/fr/campanile-amiens-centre-gare.fr.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9hbWllbnNIDVgEaE2IAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4Apuu3cQGwAIB0gIkY2MxYzI0OWItYTgzYS00ZDE0LTg0ZWUtZjA0YjViOTFjM2Zk2AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=ce3f63cd339d043c&srepoch=1754748701&from_sustainable_property_sr=1&from=searchresults,8.4
6,Amiens,https://www.booking.com/searchresults.fr.html?ss=Amiens,Hotel Le Prieuré et La Résidence,https://www.booking.com/hotel/fr/le-prieure-amiens.fr.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9hbWllbnNIDVgEaE2IAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4Apuu3cQGwAIB0gIkY2MxYzI0OWItYTgzYS00ZDE0LTg0ZWUtZjA0YjViOTFjM2Zk2AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=ce3f63cd339d043c&srepoch=1754748701&from=searchresults,8.5
6,Amiens,https://www.booking.com/searchresults.fr.html?ss=Amiens,Nemea Appart Hotel Coliseum Amiens Centre,https://www.booking.com/hotel/fr/nemea-appart-coliseum.fr.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9hbWllbnNIDVgEaE2IAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4Apuu3cQGwAIB0gIkY2MxYzI0OWItYTgzYS00ZDE0LTg0ZWUtZjA0YjViOTFjM2Zk2AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=ce3f63cd339d043c&srepoch=1754748701&from=searchresults,8.5
6,Amiens,https://www.booking.com/searchresults.fr.html?ss=Amiens,L'Hortillon,https://www.booking.com/hotel/fr/maison-des-hortillonnages.fr.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9hbWllbnNIDVgEaE2IAQGYATO4AQrIAQXYAQPoAQH4AQGIAgGoAgG4Apuu3cQGwAIB0gIkY2MxYzI0OWItYTgzYS00ZDE0LTg0ZWUtZjA0YjViOTFjM2Zk2AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=ce3f63cd339d043c&srepoch=1754748701&from=searchresults,9.5
